_id,count,dayWeek,days,hours
"{'day': 30, 'hour': 13}",118.0,2.0,30,13
"{'day': 30, 'hour': 14}",139.0,2.0,30,14
"{'day': 30, 'hour': 15}",126.0,2.0,30,15
"{'day': 30, 'hour': 16}",139.0,2.0,30,16
"{'day': 30, 'hour': 17}",149.0,2.0,30,17
"{'day': 30, 'hour': 18}",168.0,2.0,30,18
"{'day': 30, 'hour': 19}",147.0,2.0,30,19
"{'day': 30, 'hour': 20}",137.0,2.0,30,20
"{'day': 30, 'hour': 21}",95.0,2.0,30,21
"{'day': 30, 'hour': 22}",98.0,2.0,30,22
"{'day': 30, 'hour': 23}",60.0,2.0,30,23
"{'day': 31, 'hour': 0}",45.0,3.0,31,0
"{'day': 31, 'hour': 1}",18.0,3.0,31,1
"{'day': 31, 'hour': 2}",8.0,3.0,31,2
"{'day': 31, 'hour': 3}",10.0,3.0,31,3
"{'day': 31, 'hour': 4}",8.0,3.0,31,4
"{'day': 31, 'hour': 5}",26.0,3.0,31,5
"{'day': 31, 'hour': 6}",37.0,3.0,31,6
"{'day': 31, 'hour': 7}",102.0,3.0,31,7
"{'day': 31, 'hour': 8}",186.0,3.0,31,8
"{'day': 31, 'hour': 9}",165.0,3.0,31,9
"{'day': 31, 'hour': 10}",122.0,3.0,31,10
"{'day': 31, 'hour': 11}",107.0,3.0,31,11
"{'day': 31, 'hour': 12}",139.0,3.0,31,12
"{'day': 31, 'hour': 13}",149.0,3.0,31,13
"{'day': 31, 'hour': 14}",146.0,3.0,31,14
"{'day': 31, 'hour': 15}",143.0,3.0,31,15
"{'day': 31, 'hour': 16}",145.0,3.0,31,16
"{'day': 31, 'hour': 17}",171.0,3.0,31,17
"{'day': 31, 'hour': 18}",199.0,3.0,31,18
"{'day': 31, 'hour': 19}",153.0,3.0,31,19
"{'day': 31, 'hour': 20}",172.0,3.0,31,20
"{'day': 31, 'hour': 21}",130.0,3.0,31,21
"{'day': 31, 'hour': 22}",149.0,3.0,31,22
"{'day': 31, 'hour': 23}",150.0,3.0,31,23
