_id,count,dayWeek,days,hours
"{'day': 28, 'hour': 6}",24.0,7.0,28,6
"{'day': 28, 'hour': 7}",40.0,7.0,28,7
"{'day': 28, 'hour': 8}",41.0,7.0,28,8
"{'day': 28, 'hour': 9}",102.0,7.0,28,9
"{'day': 28, 'hour': 10}",103.0,7.0,28,10
"{'day': 28, 'hour': 11}",122.0,7.0,28,11
"{'day': 28, 'hour': 12}",125.0,7.0,28,12
"{'day': 28, 'hour': 13}",131.0,7.0,28,13
"{'day': 28, 'hour': 14}",148.0,7.0,28,14
"{'day': 28, 'hour': 15}",122.0,7.0,28,15
"{'day': 28, 'hour': 16}",124.0,7.0,28,16
"{'day': 28, 'hour': 17}",109.0,7.0,28,17
"{'day': 28, 'hour': 18}",129.0,7.0,28,18
