_id,count,dayWeek,days,hours
"{'day': 31, 'hour': 13}",369.0,3.0,31,13
"{'day': 31, 'hour': 14}",380.0,3.0,31,14
"{'day': 31, 'hour': 15}",419.0,3.0,31,15
"{'day': 31, 'hour': 16}",349.0,3.0,31,16
"{'day': 31, 'hour': 17}",377.0,3.0,31,17
"{'day': 31, 'hour': 18}",380.0,3.0,31,18
"{'day': 31, 'hour': 19}",405.0,3.0,31,19
"{'day': 31, 'hour': 20}",472.0,3.0,31,20
"{'day': 31, 'hour': 21}",427.0,3.0,31,21
"{'day': 31, 'hour': 22}",384.0,3.0,31,22
"{'day': 31, 'hour': 23}",357.0,3.0,31,23
